species
Abarema macradenia
Leptosiphon jamauensis
Leptosiphon laxus
Leptosiphon lemmonii
Leptosiphon liniflorus
Leptosiphon melingii
Leptosiphon minimus
Leptosiphon montanus
Leptosiphon nudatus
Leptosiphon nuttallii
Leptosiphon pachyphyllus
Leptosiphon parviflorus
Leptosiphon pygmaeus
Leptosiphon septentrionalis
Leptospermum laevigatum
Leptospermum scoparium
Lepuropetalon spathulatum
Leskea gracilescens
Lespedeza angustifolia
Lespedeza bicolor
Lespedeza capitata
Lespedeza cuneata
Lespedeza hirta
Lespedeza intermedia
Lespedeza procumbens
Lespedeza repens
Lespedeza stuevei
Lespedeza texana
Lespedeza thunbergii
Lespedeza violacea
Lespedeza virginica
Lessertia frutescens
Lessingia glandulifera
Lessingia hololeuca
Lessingia leptoclada
Lessingia nemaclada
Lessingia pectinata
Lessingia ramulosa
Lessingia tenuis
Leucaena collinsii
Leucaena diversifolia
Leucaena esculenta
Leucaena lanceolata
Leucaena leucocephala
Leucaena macrophylla
Leucaena pulverulenta
Leucaena retusa
Leucaena shannonii
Leucanthemopsis alpina
Leucanthemum maximum
Leucanthemum vulgare
Leucobryum albidum
Leucobryum giganteum
Leucobryum glaucum
Leucocarpus perfoliatus
Leucocrinum montanum
Leucodon julaceus
Leucodon sciuroides
Leucojum aestivum
Leucojum vernum
Leucolepis acanthoneura
Leucophyllum ambiguum
Leucophyllum candidum
Leucophyllum frutescens
Leucophyllum hintoniorum
Leucophyllum laevigatum
Leucophyllum langmaniae
Leucophyllum minus
Leucophyllum pringlei
Leucophysalis nana
Leucosyris arida
Leucosyris carnosa
Leucothoe axillaris
Leucothoe davisiae
Leucothoe fontanesiana
Leucothrinax morrisii
Levisticum officinale
Lewisia brachycalyx
Lewisia columbiana
Lewisia cotyledon
Lewisia glandulosa
Lewisia kelloggii
Lewisia leeana
Lewisia maguirei
Lewisia nevadensis
Lewisia oppositifolia
Lewisia pygmaea
Lewisia rediviva
Lewisia triphylla
Leycesteria formosa
Leymus ambiguus
Leymus arenarius
Leymus cinereus
Leymus condensatus
Leymus innovatus
Leymus mollis
Leymus racemosus
Leymus triticoides
Leymus villosissimus
Liatris acidota
Liatris aestivalis
Liatris aspera
Liatris bracteata
Liatris chapmanii
Liatris cokeri
Liatris compacta
Liatris cylindracea
Liatris cymosa
Liatris elegans
Liatris elegantula
Liatris garberi
Liatris glandulosa
Liatris gracilis
Liatris hirsuta
Liatris laevigata
Liatris ligulistylis
Liatris microcephala
Liatris patens
Liatris pauciflora
Liatris pilosa
Liatris punctata
Liatris pycnostachya
Liatris quadriflora
Liatris scariosa
Liatris spicata
Liatris squarrosa
Liatris squarrulosa
Liatris tenuifolia
Liatris tenuis
Licania corniculata
Licania hypoleuca
Licania michauxii
Licania platypus
Licaria excelsa
Licaria misantlae
Licaria parvifolia
Licaria triandra
Licuala grandis
Ligusticum canadense
Ligusticum canbyi
Ligusticum filicinum
Ligusticum grayi
Ligusticum porteri
Ligusticum scoticum
Ligustrum japonicum
Ligustrum lucidum
Ligustrum obtusifolium
Ligustrum ovalifolium
Ligustrum quihoui
Ligustrum sinense
Lilaeopsis carolinensis
Lilaeopsis chinensis
Lilaeopsis occidentalis
Lilium bolanderi
Lilium canadense
Lilium catesbaei
Lilium columbianum
Lilium formosanum
Lilium grayi
Lilium humboldtii
Lilium iridollae
Lilium kelleyanum
Lilium lancifolium
Lilium longiflorum
Lilium michauxii
Lilium michiganense
Lilium pardalinum
Lilium parvum
Lilium philadelphicum
Lilium philippinense
Lilium superbum
Lilium washingtonianum
Limnanthes alba
Limnanthes douglasii
Limnanthes floccosa
Limnobium spongia
Limnocharis flava
Limnodea arkansana
Limnophila sessiliflora
Limnosciadium pinnatum
Limnosciadium pumilum
Limonium californicum
Limonium carolinianum
Limonium companyonis
Limonium duriusculum
Limonium gerberi
Limonium limbatum
Limonium perezii
Limonium ramosissimum
Limonium sinense
Limonium sinuatum
Limonium vulgare
Limosella acaulis
Limosella aquatica
Limosella australis
Linanthus arenicola
Linanthus bellus
Linanthus bigelovii
Linanthus caespitosus
Linanthus californicus
Linanthus campanulatus
Linanthus demissus
Linanthus dianthiflorus
Linanthus dichotomus
Linanthus filiformis
Linanthus inyoensis
Linanthus jonesii
Linanthus maricopensis
Linanthus parryae
Linanthus pungens
Linanthus watsonii
Linaria dalmatica
Linaria genistifolia
Linaria grandiflora
Linaria maroccana
Linaria pinifolia
Linaria purpurea
Linaria repens
Linaria vulgaris
Lindbergia brachyptera
Lindera benzoin
Lindernia diffusa
Lindernia dubia
Lindernia grandiflora
Lindernia monticola
Lindheimera texana
Lindleya mespiloides
Linnaea borealis
Linum alatum
Linum allredii
Linum aristatum
Linum australe
Linum berlandieri
Linum bienne
Linum carteri
Linum catharticum
Linum elongatum
Linum floridanum
Linum grandiflorum
Linum hudsonioides
Linum imbricatum
Linum kingii
Linum lewisii
Linum medium
Linum mexicanum
Linum neomexicanum
Linum perenne
Linum pratense
Linum puberulum
Linum rigidum
Linum rupestre
Linum striatum
Linum sulcatum
Linum usitatissimum
Linum vernale
Linum virginianum
Liparis cordiformis
Liparis greenwoodiana
Liparis liliifolia
Liparis loeselii
Liparis madrensis
Liparis vexillifera
Lippia alba
Lippia bracteosa
Lippia cardiostegia
Lippia chiapasensis
Lippia dulcis
Lippia fastigiata
Lippia formosa
Lippia mexicana
Lippia micromera
Lippia myriocephala
Lippia oaxacana
Lippia origanoides
Lippia stoechadifolia
Lippia umbellata
Liquidambar formosana
Liquidambar styraciflua
Liriodendron tulipifera
Liriope muscari
Liriope spicata
Lisianthius auratus
Lisianthius axillaris
Lisianthius laxiflorus
Lisianthius longifolius
Lisianthius nigrescens
Lisianthius quichensis
Lisianthius viscidiflorus
Lisianthus seemannii
Litchi chinensis
Lithophragma affine
Lithophragma bolanderi
Lithophragma cymbalaria
Lithophragma glabrum
Lithophragma heterophyllum
Lithophragma parviflorum
Lithophragma tenella
Lithospermum calcicola
Lithospermum californicum
Lithospermum calycosum
Lithospermum canescens
Lithospermum caroliniense
Lithospermum cobrense
Lithospermum decipiens
Lithospermum distichum
Lithospermum exsertum
Lithospermum guatemalense
Lithospermum helleri
Lithospermum incisum
Lithospermum johnstonii
Lithospermum latifolium
Lithospermum macromeria
Lithospermum matamorense
Lithospermum multiflorum
Lithospermum obovatum
Lithospermum occidentale
Lithospermum officinale
Lithospermum onosmodium
Lithospermum parviflorum
Lithospermum ruderale
Lithospermum strictum
Lithospermum subsetosum
Lithospermum trinervium
Lithospermum tuberosum
Lithospermum virginianum
Lithospermum viride
Lithothamnion glaciale
Lithothamnium phymatodeum
Lithothrix aspergillum
Litsea aestivalis
Litsea novoleontis
Litsea parvifolia
Livistona chinensis
Livistona saribus
Llavea cordifolia
Lobelia amoena
Lobelia anatina
Lobelia apalachicolensis
Lobelia appendiculata
Lobelia aurita
Lobelia berlandieri
Lobelia brevifolia
Lobelia caeciliae
Lobelia canbyi
Lobelia cardinalis
Lobelia cliffortiana
Lobelia cordifolia
Lobelia dortmanna
Lobelia elongata
Lobelia erinus
Lobelia feayana
Lobelia fenestralis
Lobelia flaccidifolia
Lobelia floridana
Lobelia gattingeri
Lobelia georgiana
Lobelia glandulosa
Lobelia goldmanii
Lobelia gruina
Lobelia homophylla
Lobelia inflata
Lobelia irasuensis
Lobelia kalmii
Lobelia laxiflora
Lobelia longicaulis
Lobelia macrocentron
Lobelia mcvaughii
Lobelia nana
Lobelia nuttallii
Lobelia orientalis
Lobelia paludosa
Lobelia pedunculata
Lobelia portoricensis
Lobelia puberula
Lobelia reverchonii
Lobelia robusta
Lobelia rogersii
Lobelia rotundifolia
Lobelia salicina
Lobelia sartorii
Lobelia sinaloae
Lobelia siphilitica
Lobelia speciosa
Lobelia spicata
Lobelia stricta
Lobelia sublibera
Lobelia tatea
Lobelia villaregalis
Lobelia xalapensis
Lobularia maritima
Lockhartia galeottiana
Lockhartia hercodonta
Lockhartia oerstedii
Loeflingia squarrosa
Loeselia amplectens
Loeselia ciliata
Loeselia coerulea
Loeselia glandulosa
Loeselia greggii
Loeselia mexicana
Loeselia pumila
Loeselia purpusii
Loeselia rupestris
Loeseliastrum depressum
Loeseliastrum matthewsii
Loeseliastrum schottii
Loeskeobryum brevirostre
Logfia arizonica
Logfia californica
Logfia depressa
Logfia gallica
Logfia minima
Lolium multiflorum
Lolium perenne
Lolium temulentum
Lomandra longifolia
Lomaridium fragile
Lomariocycas aurata
Lomariopsis kunzeana
Lomariopsis tenuifolia
Lomariopsis vestita
Lomatium ambiguum
Lomatium austiniae
Lomatium bicolor
Lomatium brunsfeldianum
Lomatium californicum
Lomatium canbyi
Lomatium caruifolium
Lomatium columbianum
Lomatium cous
Lomatium cuspidatum
Lomatium dasycarpum
Lomatium dissectum
Lomatium farinosum
Lomatium foeniculaceum
Lomatium fusiformis
Lomatium geyeri
Lomatium gormanii
Lomatium grayi
Lomatium greenmanii
Lomatium hallii
Lomatium insulare
Lomatium linearifolium
Lomatium lucidum
Lomatium macrocarpum
Lomatium marginatum
Lomatium martindalei
Lomatium minimum
Lomatium minus
Lomatium mohavense
Lomatium multifidum
Lomatium nevadense
Lomatium nudicaule
Lomatium nuttallii
Lomatium orientale
Lomatium parryi
Lomatium piperi
Lomatium ravenii
Lomatium rigidum
Lomatium salmoniflorum
Lomatium sandbergii
Lomatium scabrum
Lomatium simplex
Lomatium tenuissimum
Lomatium torreyi
Lomatium triternatum
Lomatium tuberosum
Lomatium utriculatum
Lomatogonium rotatum
Lomentaria hakodatensis
Lonchitis hirsuta
Lonchocarpus domingensis
Lonchocarpus guatemalensis
Lonchocarpus heptaphyllus
Lonchocarpus hermannii
Lonchocarpus hondurensis
Lonchocarpus lanceolatus
Lonchocarpus longistylus
Lonchocarpus magallanesii
Lonchocarpus minimiflorus
Lonchocarpus parviflorus
Lonchocarpus punctatus
Lonchocarpus rugosus
Lonchocarpus sumiderensis
Lonicera albiflora
Lonicera arizonica
Lonicera bella
Lonicera caerulea
Lonicera canadensis
Lonicera caprifolium
Lonicera ciliosa
Lonicera conjugialis
Lonicera dioica
Lonicera flava
Lonicera fragrantissima
Lonicera hirsuta
Lonicera hispidula
Lonicera interrupta
Lonicera involucrata
Lonicera japonica
Lonicera maackii
Lonicera minutiflora
Lonicera morrowii
Lonicera oblongifolia
Lonicera periclymenum
Lonicera pilosa
Lonicera reticulata
Lonicera sempervirens
Lonicera subspicata
Lonicera tatarica
Lonicera utahensis
Lonicera villosa
Lonicera xylosteoides
Lonicera xylosteum
Lopezia clavata
Lopezia gracilis
Lopezia grandiflora
Lopezia miniata
Lopezia racemosa
Lopezia trichota
Lophiola aurea
Lophocolea bidentata
Lophocolea heterophylla
Lophosoria quadripinnata
Lophospermum erectum
Lophospermum erubescens
Lophostemon confertus
Lophozia ventricosa
Lorandersonia baileyi
Lorandersonia linifolia
Lorandersonia pulchella
Lorandersonia spathulata
Lorinseria areolata
Loropetalum chinense
Lotus angustissimus
Lotus corniculatus
Lotus greenei
Lotus pedunculatus
Lotus subbiflorus
Lotus tenuis
Louteridium donnell-smithii
Lozanella enantiophylla
Ludwigia alata
Ludwigia alternifolia
Ludwigia arcuata
Ludwigia curtissii
Ludwigia decurrens
Ludwigia erecta
Ludwigia glandulosa
Ludwigia grandiflora
Ludwigia hirtella
Ludwigia lanceolata
Ludwigia leptocarpa
Ludwigia linearis
Ludwigia linifolia
Ludwigia longifolia
Ludwigia maritima
Ludwigia microcarpa
Ludwigia octovalvis
Ludwigia palustris
Ludwigia peploides
Ludwigia peruviana
Ludwigia pilosa
Ludwigia polycarpa
Ludwigia repens
Ludwigia sedoides
Ludwigia sphaerocarpa
Ludwigia suffruticosa
Ludwigia virgata
Luehea candida
Luehea seemannii
Luehea speciosa
Luetkea pectinata
Luffa acutangula
Luffa aegyptiaca
Luffa operculata
Luina hypoleuca
Lumnitzera racemosa
Lunaria annua
Lundellianthus breedlovei
Lundellianthus salvinii
Lunularia cruciata
Lupinus affinis
Lupinus albicaulis
Lupinus albifrons
Lupinus andersonii
Lupinus angustiflorus
Lupinus angustifolius
Lupinus arboreus
Lupinus arbustus
Lupinus arcticus
Lupinus argenteus
Lupinus aridus
Lupinus arizonicus
Lupinus aschenbornii
Lupinus benthamii
Lupinus bicolor
Lupinus brevicaulis
Lupinus breweri
Lupinus burkei
Lupinus caballoanus
Lupinus cacuminis
Lupinus caespitosus
Lupinus caudatus
Lupinus chamissonis
Lupinus concinnus
Lupinus confertus
Lupinus costaricensis
Lupinus covillei
Lupinus croceus
Lupinus cumulicola
Lupinus densiflorus
Lupinus diffusus
Lupinus elegans
Lupinus exaltatus
Lupinus excubitus
Lupinus flavoculatus
Lupinus formosus
Lupinus havardii
Lupinus hillii
Lupinus hirsutissimus
Lupinus huachucanus
Lupinus hyacinthinus
Lupinus kingii
Lupinus kuschei
Lupinus latifolius
Lupinus lepidus
Lupinus leucophyllus
Lupinus littoralis
Lupinus luteolus
Lupinus luteus
Lupinus malacophyllus
Lupinus meionanthus
Lupinus mexicanus
Lupinus microcarpus
Lupinus montanus
Lupinus nanus
Lupinus neomexicanus
Lupinus nevadensis
Lupinus niveus
Lupinus nootkatensis
Lupinus obtusilobus
Lupinus odoratus
Lupinus oreganus
Lupinus pachylobus
Lupinus perennis
Lupinus polycarpus
Lupinus polyphyllus
Lupinus pusillus
Lupinus saxosus
Lupinus sellulus
Lupinus sericeus
Lupinus shockleyi
Lupinus sierrae-blancae
Lupinus sparsiflorus
Lupinus stiversii
Lupinus subcarnosus
Lupinus succulentus
Lupinus sulphureus
Lupinus texensis
Lupinus truncatus
Lupinus uncialis
Lupinus variicolor
Lupinus villosus
Luziola fluitans
Luzula acuminata
Luzula arctica
Luzula bulbosa
Luzula campestris
Luzula comosa
Luzula confusa
Luzula congesta
Luzula divaricata
Luzula echinata
Luzula fastigiata
Luzula glabrata
Luzula lutea
Luzula macrantha
Luzula orestera
Luzula parviflora
Luzula rufescens
Lycaste aromatica
Lycaste bradeorum
Lycaste brevispatha
Lycaste cochleata
Lycaste consobrina
Lycaste crinita
Lycaste cruenta
Lycaste deppei
Lycaste suaveolens
Lycaste virginalis
Lycianthes acapulcensis
Lycianthes arrazolensis
Lycianthes ciliolata
Lycianthes connata
Lycianthes dejecta
Lycianthes lenta
Lycianthes moziniana
Lycianthes pauciflora
Lycianthes peduncularis
Lycianthes pringlei
Lycianthes purpusii
Lycianthes quichensis
Lycianthes rantonnetii
Lycianthes rzedowskii
Lycianthes sanctaeclarae
Lycianthes sideroxyloides
Lycianthes surotatensis
Lycianthes tricolor
Lycium andersonii
Lycium barbarum
Lycium berlandieri
Lycium brevipes
Lycium californicum
Lycium carolinianum
Lycium cooperi
Lycium exsertum
Lycium ferocissimum
Lycium fremontii
Lycium macrodon
Lycium nodosum
Lycium pallidum
Lycium parishii
Lycium shockleyi
Lycium torreyi
Lycopodiella alopecuroides
Lycopodiella appressa
Lycopodiella inundata
Lycopodiella prostrata
Lycopodium clavatum
Lycopodium lagopus
Lycopsis arvensis
Lycopus americanus
Lycopus amplectens
Lycopus angustifolius
Lycopus asper
Lycopus europaeus
Lycopus rubellus
Lycopus uniflorus
Lycopus virginicus
Lycoris aurea
Lycoris radiata
Lycoris squamigera
Lycoseris triplinervia
Lycurus phalaroides
Lycurus phleoides
Lycurus setosus
Lygodesmia aphylla
Lygodesmia exigua
Lygodesmia grandiflora
Lygodesmia juncea
Lygodesmia texana
Lygodium japonicum
Lygodium microphyllum
Lygodium palmatum
Lygodium radiatum
Lygodium venustum
Lygodium volubile
Lyonia ferruginea
Lyonia fruticosa
Lyonia ligustrina
Lyonia lucida
Lyonia mariana
Lyonothamnus floribundus
Lyrocarpa coulteri
Lyrocarpa xantii
Lysichiton americanus
Lysichiton camtschatcensis
Lysiloma acapulcense
Lysiloma aurita
Lysiloma candida
Lysiloma divaricatum
Lysiloma latisiliquum
Lysiloma tergemina
Lysiloma watsonii
Lysimachia arvensis
Lysimachia borealis
Lysimachia ciliata
Lysimachia clethroides
Lysimachia commixta
Lysimachia congestiflora
Lysimachia europaea
Lysimachia foemina
Lysimachia hybrida
Lysimachia japonica
Lysimachia lanceolata
Lysimachia latifolia
Lysimachia lewisii
Lysimachia maritima
Lysimachia minima
Lysimachia monellii
Lysimachia nummularia
Lysimachia punctata
Lysimachia quadriflora
Lysimachia quadrifolia
Lysimachia radicans
Lysimachia terrestris
Lysimachia thyrsiflora
Lysimachia tonsa
Lysimachia vulgaris
Lysiphyllum hookeri
Lythrum alatum
Lythrum californicum
Lythrum curtissii
Lythrum flagellare
Lythrum gracile
Lythrum hyssopifolia
Lythrum junceum
Lythrum lineare
Lythrum ovalifolium
Lythrum portula
Lythrum salicaria
Lythrum tribracteatum
Mabea occidentalis
Mabrya acerifolia
Macadamia tetraphylla
Macaranga mappa
Macaranga tanarius
Macbridea caroliniana
Machaeranthera tagetina
Machaeranthera tanacetifolia
Machaerina mariscoides
Machaerium falciforme
Machaerium kegelii
Machaonia coulteri
Macleania insignis
Macleania rupestris
Macleaya cordata
Maclura pomifera
Maclura tinctoria
Macranthera flammea
Macroclinium lexarzanum
Macrolobium costaricense
Macrolobium hartshornii
Macromitrium microstomum
Macromitrium piliferum
Macropiper excelsum
Macroptilium atropurpureum
Macroptilium gibbosifolium
Macroptilium lathyroides
Macroscepis diademata
Macroscepis pleistantha
Macrothelypteris torresiana
Madia citriodora
Madia elegans
Madia exigua
Madia glomerata
Madia gracilis
Madia sativa
Madia subspicata
Maesa perlarius
Magnolia acuminata
Magnolia figo
Magnolia fraseri
Magnolia grandiflora
Magnolia jaliscana
Magnolia liliiflora
Magnolia macrophylla
Magnolia mexicana
Magnolia pacifica
Magnolia perezfarrerae
Magnolia soulangeana
Magnolia stellata
Magnolia tripetala
Magnolia virginiana
Magnolia vovidesii
Magnolia wetteri
Maianthemum amoenum
Maianthemum bifolium
Maianthemum canadense
Maianthemum dilatatum
Maianthemum paludicola
Maianthemum paniculatum
Maianthemum racemosum
Maianthemum stellatum
Maianthemum trifolium
Malachra alceifolia
Malachra capitata
Malacomeles denticulata
Malacomeles nervosa
Malacothamnus clementinus
Malacothamnus densiflorus
Malacothamnus fasciculatus
Malacothamnus foliosus
Malacothamnus fremontii
Malacothamnus marrubioides
Malacothrix californica
Malacothrix clevelandii
Malacothrix coulteri
Malacothrix fendleri
Malacothrix floccifera
Malacothrix glabrata
Malacothrix saxatilis
Malacothrix sonchoides
Malacothrix stebbinsii
Malacothrix torreyi
Malaxis abieticola
Malaxis brachyrrhynchos
Malaxis brachystachys
Malaxis carnosa
Malaxis elliptica
Malaxis excavata
Malaxis fastigiata
Malaxis histionantha
Malaxis javesiae
Malaxis lepanthiflora
Malaxis macrostachya
Malaxis monophyllos
Malaxis novogaliciana
Malaxis rosei
Malaxis rosilloi
Malaxis rositae
Malaxis spicata
Malaxis tepicana
Malaxis unifolia
Malephora crocea
Malephora lutea
Malephora purpureocrocea
Malosma laurina
Malpighia caribaea
Malpighia cnide
Malpighia coccigera
Malpighia diversifolia
Malpighia emarginata
Malpighia glabra
Malpighia mexicana
Malpighia woodburyana
Malus angustifolia
Malus baccata
Malus coronaria
Malus fusca
Malus hupehensis
Malus ioensis
Malus prunifolia
Malus pumila
Malus purpurea
Malus sargentii
Malus sieboldii
Malus sylvestris
Malva alcea
Malva arborea
Malva assurgentiflora
Malva moschata
Malva multiflora
Malva neglecta
Malva nicaeensis
Malva occidentalis
Malva pacifica
Malva parviflora
Malva pusilla
Malva subovata
Malva sylvestris
Malvastrum americanum
Malvastrum aurantiacum
Malvastrum bicuspidatum
Malvastrum corchorifolium
Malvastrum coromandelianum
Malvastrum hispidum
Malvaviscus arboreus
Malvaviscus penduliflorus
Malvella lepidota
Malvella leprosa
Malvella sagittifolia
Mammea americana
Mammillaria albilanata
Mammillaria barbata
Mammillaria beneckei
Mammillaria bocasana
Mammillaria brandegeei
Mammillaria candida
Mammillaria carnea
Mammillaria columbiana
Mammillaria compressa
Mammillaria crinita
Mammillaria densispina
Mammillaria dioica
Mammillaria discolor
Mammillaria elongata
Mammillaria flavicentra
Mammillaria formosa
Mammillaria geminispina
Mammillaria gigantea
Mammillaria glassii
Mammillaria grahamii
Mammillaria haageana
Mammillaria heyderi
Mammillaria hutchisoniana
Mammillaria karwinskiana
Mammillaria lasiacantha
Mammillaria lloydii
Mammillaria magnimamma
Mammillaria mainiae
Mammillaria mazatlanensis
Mammillaria meiacantha
Mammillaria melanocentra
Mammillaria muehlenpfordtii
Mammillaria mystax
Mammillaria nivosa
Mammillaria nunezii
Mammillaria petterssonii
Mammillaria phitauiana
Mammillaria picta
Mammillaria polyedra
Mammillaria polythele
Mammillaria pondii
Mammillaria pottsii
Mammillaria prolifera
Mammillaria rekoi
Mammillaria rettigiana
Mammillaria rhodantha
Mammillaria sartorii
Mammillaria scrippsiana
Mammillaria sempervivi
Mammillaria sonorensis
Mammillaria sphacelata
Mammillaria sphaerica
Mammillaria spinosissima
Mammillaria standleyi
Mammillaria tetrancistra
Mammillaria thornberi
Mammillaria uncinata
Mammillaria vetula
Mammillaria wagneriana
Mammillaria wiesingeri
Mammillaria winterae
Mammillaria wrightii
Mandevilla boliviensis
Mandevilla brachysiphon
Mandevilla convolvulacea
Mandevilla foliosa
Mandevilla hesperia
Mandevilla hirsuta
Mandevilla hypoleuca
Mandevilla karwinskii
Mandevilla lanuginosa
Mandevilla laxa
Mandevilla macrosiphon
Mandevilla mexicana
Mandevilla nacapulensis
Mandevilla oaxacana
Mandevilla sanderi
Mandevilla subsagittata
Mandevilla subsessilis
Mandevilla torosa
Mandevilla tubiflora
Manettia flexilis
Manettia reclinata
Mangifera indica
Manicaria saccifera
Manihot aesculifolia
Manihot angustiloba
Manihot caudata
Manihot chlorosticta
Manihot esculenta
Manihot grahamii
Manihot oaxacana
Manihot pauciflora
Manihot rhomboidea
Manihot subspicata
Manihot tomatophylla
Manilkara bidentata
Manilkara chicle
Manilkara jaimiqui
Manilkara zapota
Mannia fragrans
Mannia gracilis
Mansoa alliacea
Marah fabacea
Marah gilensis
Marah horrida
Marah macrocarpa
Marah oregana
Marah watsonii
Maranta arundinacea
Maranta leuconeura
Marcgravia brownei
Marcgravia caudata
Marcgravia nepenthoides
Marcgravia rectiflora
Marcgravia sintenisii
Marcgravia umbellata
Marchantia polymorpha
Marchantia quadrata
Margaritaria nobilis
Marina chrysorrhiza
Marina divaricata
Marina interstes
Marina maritima
Marina oculata
Marina orcuttii
Marina parryi
Marina peninsularis
Marina scopa
Marina spiciformis
Marina vetula
Marina victoriae
Mariosousa coulteri
Mariosousa millefolia
Mariosousa willardiana
Markhamia lutea
Marrubium vulgare
Marsdenia astephanoides
Marsdenia coulteri
Marsdenia edulis
Marsdenia gallardoae
Marsdenia gualanensis
Marsdenia lanata
Marsdenia macrophylla
Marsdenia mexicana
Marsdenia popoluca
Marsdenia zimapanica
Marshallia caespitosa
Marshallia graminifolia
Marshallia obovata
Marshallia trinervia
Marsilea crotophora
Marsilea macropoda
Marsilea minuta
Marsilea mollis
Marsilea quadrifolia
Marsilea vestita
Marsupella bolanderi
Martensia fragilis
Martynia annua
Mascagnia lilacina
Masdevallia chontalensis
Masdevallia floribunda
Masdevallia lata
Masdevallia striatella
Mastocarpus alaskensis
Mastocarpus jardinii
Mastocarpus papillatus
Mastocarpus stellatus
Matayba oppositifolia
Matelea adenocardia
Matelea alabamensis
Matelea arizonica
Matelea baldwyniana
Matelea biflora
Matelea carolinensis
Matelea chihuahuensis
Matelea chrysantha
Matelea congesta
Matelea crenata
Matelea cyclophylla
Matelea cynanchoides
Matelea decipiens
Matelea decumbens
Matelea edwardsensis
Matelea floridana
Matelea gonoloboides
Matelea hirtelliflora
Matelea magnifolia
Matelea medusae
Matelea micrantha
Matelea nummularia
Matelea obliqua
Matelea parviflora
Matelea parvifolia
Matelea pedunculata
Matelea petiolaris
Matelea pilosa
Matelea porphyrantha
Matelea producta
Matelea prostrata
Matelea pubiflora
Matelea pusilliflora
Matelea sagittifolia
Matelea schaffneri
Matelea suberifera
Matelea trachyantha
Matelea tristiflora
Matelea umbellata
Matelea variifolia
Matelea velutina
Matelea velutinoides
Matelea wootonii
Matisia cordata
Matricaria chamomilla
Matricaria discoidea
Matricaria occidentalis
Matteuccia struthiopteris
Matthiola incana
Matthiola longipetala
Matthiola parviflora
Matudanthus nanus
Maurandya barclayana
Maurandya scandens
Mauranthemum paludosum
Mauria heterophylla
Maxillaria aciantha
Maxillaria anceps
Maxillaria biolleyi
Maxillaria caespitifica
Maxillaria coccinea
Maxillaria cucullata
Maxillaria densa
Maxillaria egertoniana
Maxillaria elatior
Maxillaria endresii
Maxillaria friedrichsthalii
Maxillaria fulgens
Maxillaria hagsateriana
Maxillaria hedwigiae
Maxillaria henchmannii
Maxillaria lexarzana
Maxillaria meleagris
Maxillaria parvilabia
Maxillaria praestans
Maxillaria pulchra
Maxillaria ringens
Maxillaria sanguinea
Maxillaria schlechteriana
Maxillaria tenuifolia
Maxillaria uncata
Maxillaria variabilis
Maxonia apiifolia
Mayaca fluviatilis
Mayna odorata
Maytenus boaria
Maytenus repanda
Maytenus woodsonii
Mazus miquelii
Mazus pumilus
Mazzaella affinis
Mazzaella oregona
Mazzaella parksii
Mazzaella volans
Mecardonia acuminata
Mecardonia procumbens
Meconella californica
Meconella denticulata
Meconopsis betonicifolia
Medeola virginiana
Medicago arabica
Medicago falcata
Medicago littoralis
Medicago lupulina
Medicago minima
Medicago orbicularis
Medicago polymorpha
Medicago praecox
Medicago sativa
Medicago truncatula
Medinilla cumingii
Medinilla magnifica
Medinilla miniata
Medinilla scortechinii
Medranoa palmeri
Meehania cordata
Meesia triquetra
Megaskepasma erythrochlamys
Megastigma skinneri
Meiracyllium gemma
Meiracyllium trinasutum
Melaleuca armillaris
Melaleuca nesophila
Melaleuca quinquenervia
Melampodium argophyllum
Melampodium cinereum
Melampodium costaricense
Melampodium cupulatum
Melampodium divaricatum
Melampodium gracile
Melampodium leucanthum
Melampodium linearilobum
Melampodium longicorne
Melampodium longipilum
Melampodium microcephalum
Melampodium montanum
Melampodium nutans
Melampodium paniculatum
Melampodium perfoliatum
Melampodium rosei
Melampodium sericeum
Melampodium sinuatum
Melampodium strigosum
Melampodium tenellum
Melampodium tepicense
Melampyrum lineare
Melanthera angustifolia
Melanthera aspera
Melanthera nivea
Melanthera parvifolia
Melastoma candidum
Melia azedarach
Melianthus major
Melica bulbosa
Melica californica
Melica frutescens
Melica imperfecta
Melica mutica
Melica nitens
Melica porteri
Melica smithii
Melica stricta
Melica subulata
Melica torreyana
Melicoccus bijugatus
Melicoccus oliviformis
Melilotus albus
Melilotus altissimus
Melilotus indicus
Melilotus officinalis
Melinis minutiflora
Melinis repens
Meliosma dentata
Meliosma donnellsmithii
Meliosma grandifolia
Melissa officinalis
Melobesia mediocris
Melocactus curvispinus
Melocactus harlowii
Melocactus intortus
Melochia corchorifolia
Melochia nodiflora
Melochia pyramidata
Melochia tomentella
Melochia tomentosa
Melothria pendula
Melothria scabra
Meniscium reticulatum
Meniscium serratum
Menispermum canadense
Menodora helianthemoides
Menodora heterophylla
Menodora intricata
Menodora longiflora
Menodora scabra
Menodora spinescens
Mentha aquatica
Mentha arvensis
Mentha canadensis
Mentha longifolia
Mentha piperita
Mentha pulegium
Mentha rotundifolia
Mentha spicata
Mentha suaveolens
Mentzelia adhaerens
Mentzelia affinis
Mentzelia albicaulis
Mentzelia aspera
Mentzelia asperula
Mentzelia collomiae
Mentzelia congesta
Mentzelia decapetala
Mentzelia dispersa
Mentzelia floridana
Mentzelia hispida
Mentzelia involucrata
Mentzelia isolata
Mentzelia laciniata
Mentzelia laevicaulis
Mentzelia lindleyi
Mentzelia longiloba
